gene  z1         z2       z3          z4        z5          z6      z7        z8         z9        z10    z11         z12       z13       z14        z15      z16       z17      z18        z19        z20       z21     z22        z23       z24       z25      z26        z27       z28        z29      z30       z31      z32       z33       z34       z35       z36       z37       z38        z39       z40      z41       z42        z43      z44        z45      z46       z47      z48         z49       z50      z51       z52        z53       z54      z55        z56      z57        z58      z59       z60        z61      z62      z63              
2024  -0.94701  -1.42753  -1.59993  -0.62559  -1.43843  -2.01263  -2.39910  -1.44308  -1.36453  -1.61002  -2.02660  -2.06890  -1.90449  -1.00049  -0.45610  -0.69826  -1.05772  -1.71535  -1.62036  -1.40447  -0.88904  -1.43548  -1.39989  -1.87635  -1.61607  -1.85790  -1.55001  -0.87001  -1.23770  -0.98604  -0.69015  -1.03564  -0.55208  -0.83518  -1.61658  -1.36669  -1.22384  -1.82900  -1.27853  -1.58994  -2.02090  -1.58606  -0.64789  -2.35770  -1.85439  -0.93433  -1.29673  -1.03269  -1.60804  -1.45651  -0.15560  -1.43843  -0.97313  -0.49828  -1.19353  -0.83299  -2.09354  -1.76843  -1.66210  -2.29661  -0.89765  -2.40992  -1.63954
2025  -0.54524  -0.33129  -0.61397   0.04707  -0.82565  -0.36011  -0.54784  -0.16925  -0.64674  -0.65691  -0.40115  -0.61462  -0.10672  -1.77581  -0.91056  -0.85815  -0.41612  -1.10203  -1.09245  -0.44068  -0.67310  -1.83447  -1.67852   0.60524  -0.26143  -0.22935  -0.34786  -0.56282  -0.86465  -0.55600  -0.16925  -0.49274  -0.68866  -0.54331  -0.37841  -0.49070  -0.44068  -0.56992  -0.19026  -0.59994  -0.38655  -0.43032  -0.14434   0.00364   0.12480  -0.71857  -1.01570  -0.36011  -0.42404  -0.96680  -0.27880  -0.28072   0.06839  -0.91342  -0.10820  -0.90313  -0.54784  -0.13559  -0.08534  -0.81047  -0.98886  -0.20297  -0.69746
2026  -1.06466  -0.80442  -0.67777  -0.34566  -1.94020  -1.85790  -1.40569  -1.75824  -1.86015  -1.71203  -1.93933  -1.55190  -2.05203  -1.71535  -1.25142  -0.94071  -0.11116  -1.77997  -1.80319  -1.22904  -0.72289  -1.45158  -1.56963  -0.94766  -0.69245  -0.43464  -0.79220  -0.70068  -0.74035  -1.03381  -0.83518  -1.67345  -0.52560  -0.78867  -0.96785  -0.51266  -0.42450  -1.51985  -0.75173  -0.91442  -0.91892  -0.90981  -0.91093  -1.49679  -2.02660  -2.34778  -1.52786  -1.69828  -1.66735  -0.94353  -1.19254  -1.22639  -0.28456  -1.54296  -0.49274  -1.38669  -1.27871  -1.57010  -2.15373  -2.19152  -0.52950  -2.06672  -2.54966
2027  -1.40161  -1.51278  -1.47120  -0.86798  -1.89049  -1.22282  -1.97907  -1.59746  -1.49143  -1.86562  -1.62616  -1.53574  -1.21689  -0.96903  -1.91174  -1.54062  -1.15550  -1.61961  -1.64211  -0.87529  -1.42151  -0.98792  -0.93688  -0.58915  -1.23461  -1.13787  -0.93128  -1.49155  -1.39312  -1.33827  -1.19073  -1.22545  -1.50419  -1.33029  -0.94817  -0.97246  -1.51074  -1.23152  -0.26958  -1.33332  -1.12718  -1.04173  -1.03184  -0.94637  -1.49902  -0.32138  -1.50014  -0.94637  -1.14413  -1.54883  -1.43464  -0.92130  -1.38870  -1.87831  -1.46881  -1.49143  -1.23152  -1.66841  -1.81096  -0.74644  -1.43885  -1.24775  -1.81463
2028  -0.63450  -0.62232  -0.42098   0.37329  -0.64947  -0.01359  -1.51029  -0.38713  -0.10976  -0.77111  -0.13373  -0.44801   0.27608  -1.43917  -0.60240  -1.05902  -0.64483  -0.86608  -0.87241  -0.70178  -0.69826  -1.56418  -0.99818  -1.41799  -0.34623   0.09780  -0.41749  -1.14618  -0.47096  -0.44816  -0.53828  -0.61767  -0.78078  -0.80991  -0.27880  -0.56203  -0.71590  -0.91056   0.14713  -1.04970  -0.69645  -0.51417  -0.37172  -0.10403  -0.71590  -0.77740  -0.78078  -0.76143  -0.32324  -0.40835  -0.37753  -0.44068  -0.20543  -1.29408  -0.59994  -1.36453  -0.67354  -0.70189  -1.00049  -0.67708  -1.20648  -0.36334  -0.52899
2029   0.64519   0.87027   0.56452   0.49895   0.27774   0.45187   0.59438   0.54014   0.70211   0.22262   0.20327   0.26911   0.51106   0.78203   1.80723   1.53337   0.41304   0.98492   0.93768   0.34387   0.95231   1.13636   1.12337  -0.22872  -0.13445   0.51267   0.41986   0.70939   0.48091   0.40929   0.54809   1.05906   1.13198   0.75790   0.63265   1.11388   1.10270   0.89623  -0.25897   1.11755   1.35876   0.95231   0.89623   1.09400   0.89623   0.27646   1.32903   0.68509   1.22799   0.60862   0.87832   0.71764   0.67684   0.78491   0.69791  -1.05413   0.69395   0.27292   0.45685   0.50540   0.02888   0.12093   0.24467
2030  -0.78669  -1.04498  -0.22264  -0.73450  -0.31972  -0.42198  -1.26337  -0.29296  -0.54533  -0.10187  -0.54637  -1.10098  -0.23997  -2.23135  -0.66087  -0.92130  -0.47844  -1.62999  -1.65475  -0.93662  -0.44457  -1.18933  -1.11964  -0.38824  -1.26337  -0.54395  -1.06553  -0.64579  -0.69065  -0.74602  -0.91137  -0.93815  -1.20414  -1.19073  -0.74035  -1.00676  -1.21335  -0.74202  -0.69245  -1.61632  -1.25650  -1.39959  -0.57332  -0.78702  -0.66972  -1.06524  -1.14413  -0.29908  -0.67708  -0.33841  -1.51894  -0.73325  -0.69155  -1.04784  -0.98604  -0.57261  -0.83081  -0.25141  -0.62293  -1.00676  -0.61152  -1.14460  -0.98177
2031  -1.47120  -1.30601  -0.87253  -1.40161  -1.77908  -1.33285  -2.34046  -1.79369  -1.51894  -1.07266  -1.15757  -1.52534  -1.29135  -1.78652  -1.79309  -1.61607  -1.29244  -1.19741  -1.40732  -2.11695  -1.25492  -1.28511  -1.17393  -1.43328  -1.47120  -1.48568  -1.53655  -1.27557  -1.34765  -1.21875  -1.50690  -1.11842  -1.58994  -1.61556  -1.15972  -1.86498  -2.01263  -1.01570  -0.68776  -1.94107  -1.36669  -1.80974  -1.85822  -0.88722  -1.54097  -0.94791  -1.68120  -0.96207  -1.49590  -1.68013  -1.71397  -1.52374  -1.61407  -1.54132  -1.58994  -1.03861  -1.26337  -1.44987  -1.55025  -1.60330  -1.15757  -1.25913  -1.98933
2032  -0.89050  -0.76293  -0.29296  -0.30897  -0.28390   0.02200  -1.96612  -0.49791  -0.55208  -0.09910  -0.69345  -0.86223  -0.30374  -2.57688  -1.60330  -1.51029  -0.61397  -2.09354  -2.08265  -1.49679  -1.26337  -2.09232  -1.86336  -2.75673  -2.49502  -2.68311  -2.70530  -1.75651  -2.10949  -2.15330  -2.18416  -1.36453  -1.25247  -1.63954  -1.43192  -1.79504  -1.32840  -0.96207  -0.97438  -1.37219  -1.23152  -0.89845  -1.07149  -0.41151  -0.41688  -0.54948  -1.05643  -0.87073  -0.78133  -0.95192  -2.26678  -0.77816  -0.77773  -0.33726  -1.24480  -0.16765  -0.54533  -1.04173  -0.03770   0.92925  -0.70816  -0.69746  -2.08626
2033  -0.41961  -0.97280  -1.43464  -0.87121  -2.10497  -1.97221  -2.42709  -1.28610  -1.70431  -2.06989  -2.23135  -2.31371  -1.05006  -0.62195  -0.22149  -0.19754  -0.38031  -1.34266  -1.30601  -1.57034  -0.31081  -0.94212  -0.56203  -1.47055  -1.30416  -1.13088  -1.42597  -0.40444  -0.85815  -0.66049  -1.03564  -0.70068  -0.48898  -0.32712  -1.32013  -1.16556  -1.31277  -1.27871  -0.65605  -1.83855  -1.64878  -1.36004  -0.69485  -0.84830  -2.16500  -0.91955  -0.67777  -0.70816  -2.03642  -0.72495  -0.49585  -1.21251  -0.00401   0.21793  -0.15976   0.02342  -0.92824  -1.91191  -1.91191  -2.75673  -0.33282  -1.81556  -0.01471
2034  -1.02262  -0.73481  -0.73465  -0.58609  -0.20187  -0.32656  -2.10949  -0.66972  -0.66924  -1.17151  -0.70512  -0.91093  -0.79779  -2.39910  -0.54266  -0.68191  -0.58879  -1.64878  -1.66025  -2.04565  -0.28842  -1.55998  -1.80061  -0.49454  -0.03770  -1.27871  -1.53110   0.42104  -0.70623  -0.18827  -0.87984  -1.42879  -0.98631  -0.71857  -0.67732  -1.36767  -0.55043  -0.52332  -0.77773  -1.26337  -0.96509  -0.95192  -1.15106  -1.28484  -1.34573  -2.37199  -1.50701  -0.84270  -1.42151  -1.75766  -2.24162  -1.30508  -1.30370  -1.19982  -1.35402  -1.04527  -1.04970   0.01247  -1.10369  -1.78652  -0.60249  -1.38530  -1.57825
2035  -0.66204  -1.07690  -1.35286  -0.35382  -2.25384  -2.09842  -2.68311  -1.98143  -1.64211  -3.26493  -2.75673  -2.21276  -0.98511  -0.91093  -0.43765  -0.28915  -0.58018  -2.04950  -1.94667  -1.82697  -0.29908  -1.58384  -1.19147  -1.82511  -1.80668  -1.67505  -1.93206  -0.45654  -0.93230  -0.32927  -1.37952  -0.70867  -1.04513  -0.84235  -1.53853  -1.39312  -1.41018  -1.40508  -1.30067  -1.88585  -1.75302  -1.73884  -1.44054  -0.61296  -2.51950  -1.05816  -1.43654  -1.45094  -2.16282  -1.49723  -0.73585  -1.53110  -0.79120  -0.61296  -0.61767  -0.30585  -1.13166  -2.16762  -1.49791  -2.22153  -0.35728  -1.49344  -1.25247
2036  -1.14319  -0.94766  -1.44498  -1.26603  -2.60105  -2.40075  -0.75047  -1.37279  -1.61935  -1.41944  -1.93206  -1.61910  -0.67777  -1.33029  -0.41696  -0.95399  -2.14260  -1.24480  -1.28565  -1.58384  -0.81724  -1.02946  -1.43980  -1.57345  -1.14319  -1.21335  -0.60817  -0.98886  -0.83138  -0.57403  -0.68866  -0.81126  -1.35577  -1.08191  -1.57849  -1.34977  -2.54289  -0.97763  -1.11964  -1.06553  -1.80319  -1.47666  -1.39534  -1.91770  -1.46103  -1.42962  -2.73881  -1.81556  -1.64878  -1.50915  -1.50149  -1.28917  -1.72556  -0.65691  -0.97498  -0.87073   1.08012  -2.08024  -1.04251  -0.10013  -1.02946  -1.02638  -0.73325
2037  -0.74602   0.45685  -1.31045  -0.68776  -0.57261  -1.37249  -0.93230  -0.52560  -0.09426  -1.31174   0.04009  -0.39846   0.07404  -0.28184   0.47884   0.45187  -1.38970  -0.51584  -0.53606   0.62262  -0.34186   0.31244  -0.80722  -0.90622  -0.38691  -0.03843  -0.15976   0.06184  -0.88831  -0.30374  -0.54043  -1.08354  -0.63450  -0.62858  -1.40161  -0.94701  -1.41944  -0.86016  -0.44223  -0.69575  -0.92976  -0.46212  -0.97313  -1.25404  -1.15423  -0.20028  -0.87361  -0.98070  -1.23770   0.00364  -1.32351  -0.13045  -1.33237  -0.27880  -0.59357  -0.83518  -1.66499  -1.81096  -1.44689  -0.68866  -0.67335  -0.69245  -2.34150
2038  -1.02235  -0.62952  -0.28988  -0.57403  -1.25544  -0.83518  -0.62540  -0.40662  -0.55321  -0.54266  -1.40936  -0.89686  -1.08191  -1.44987  -0.94766  -1.19147  -0.21785  -1.23409  -1.21824  -2.29214  -0.72350  -1.00676  -0.77544  -1.40508  -1.38410  -1.24688  -1.10490  -0.22728  -0.78472  -1.04272  -1.12332  -1.21824  -1.08516  -0.85709  -0.80722  -1.24480  -0.99034  -1.25650  -2.20094  -1.23315  -1.08309  -0.93815  -1.50352  -0.71259  -0.90696  -1.47382  -0.13091  -1.03184  -0.40835  -1.74040  -1.23615  -1.29865  -1.05041  -0.93675  -1.00049  -0.40444  -0.50850  -0.58748  -0.78570  -1.20648   0.46972   0.18103  -0.62213
2039  -1.49791  -1.14949  -1.22010  -1.59586  -1.69937  -2.03797  -2.77179  -1.51029  -1.84201  -1.29244  -1.09200  -1.66974   0.12927  -2.26010  -1.54109  -1.54155  -1.07515  -2.31218  -2.35874  -2.68311  -1.15550  -2.64802  -2.23135  -1.66210  -1.20414  -1.26337  -1.70130  -0.51693  -1.12263  -0.91417  -1.10565  -1.43948  -1.07149  -1.02848  -1.39251  -2.46415  -1.42879  -1.17831  -1.14980  -2.65859  -1.97221  -2.17838  -3.04638  -0.77404  -0.49151  -1.88191  -2.19555  -0.59376  -0.73450  -1.23220  -1.52786  -1.60903  -0.94701  -0.85862  -1.98933  -0.23105  -1.14712  -0.70239  -0.94701  -1.26425  -0.71652  -1.40854  -1.99519
2040  -1.52534  -1.35577  -0.66797  -0.05525  -2.16500  -1.85822  -1.21689  -1.64878  -1.24480  -1.08191  -1.67425  -0.78834  -2.21598  -0.87984  -1.24862  -0.66272  -2.05573  -1.99519  -1.96898  -2.12780  -1.51687  -1.44498  -1.16436  -2.58763  -2.37950  -2.17684  -2.26678  -2.24162  -2.40351  -1.98601  -1.99519  -0.65739  -1.20648  -0.88831  -1.11019  -1.96362  -1.91174  -1.89049  -1.52832  -0.33996  -0.98839  -0.73909  -0.80129  -3.10125  -2.70906  -1.64082  -2.02393  -2.21598  -2.00551  -2.02810  -1.25544  -2.47587  -1.43548  -1.27048  -1.57058  -1.05564  -1.87897  -2.20094  -1.32859  -1.66104  -0.94701  -1.34142  -1.65815
2041  -1.34343  -1.06553  -0.46952  -0.54948  -1.26302  -1.11095  -1.65815  -0.69530  -0.51936  -1.05399  -0.98994  -1.49143  -0.68102  -2.46708  -1.88289  -0.62858  -1.65137  -2.06989  -2.07864  -1.91174  -1.41018  -1.50690  -1.12471  -2.60105  -3.18689  -2.37950  -2.99974  -1.58606  -1.22622  -1.45222  -1.58433  -1.43548  -0.94920  -0.80041  -2.51950  -3.18689  -0.89111  -0.95270  -0.97246  -2.08626  -1.64364  -1.42110  -2.57688  -2.28085  -1.94107  -1.07720  -0.89502  -1.85295  -2.40075  -3.10125  -2.12990  -2.46708  -1.06553  -1.70761  -1.89049  -1.74040  -1.47120  -0.57946  -1.39312  -1.62591  -1.13166  -1.12501  -1.17272
2042   0.31244   0.21358   0.04488  -0.92420   1.04774   0.78203  -0.73627   0.72304   0.72209  -0.23187  -0.38935   0.58336   0.09780  -1.24480  -0.29558  -0.70816  -0.34623  -0.83518  -0.84451  -0.99034  -0.33052  -0.83518  -0.80442  -0.37477   0.47884  -0.67286  -0.08703  -0.81126  -0.81126  -0.31403   0.28277  -1.02750  -0.74507  -1.00676  -0.58951  -1.05041  -0.32435  -0.34161  -1.43948  -1.20514  -0.94817  -0.93688  -0.72929  -0.21636   0.55566  -0.34566  -0.07262   0.79647   0.53813   0.29073  -0.71060   0.09948   0.09485   0.99654   0.07849   0.67864  -0.15677   0.22650  -0.16164  -0.23326   0.10890   0.08567   0.30649
2043  -1.07515  -0.76949  -0.93433  -0.19432  -2.00551  -1.30970  -0.89882  -0.71652  -1.37042  -1.37952  -1.21849  -0.96680  -0.59684  -0.65605  -1.00389  -0.83807  -1.37991  -1.86015  -1.86015  -1.10052  -1.44520  -0.48809  -0.62195  -0.93726  -0.45610  -0.59376  -1.00978  -1.18254  -1.00090  -1.14712  -0.81126  -1.23066  -0.13840  -0.32927  -1.87635  -1.05816  -0.26958  -1.75637  -0.98230  -0.50071  -0.81205  -0.69405  -1.24116  -1.21689  -2.12111  -0.97233  -0.65923  -1.54109  -1.33693  -0.98886  -0.91342  -0.67796  -1.48017  -1.65397  -1.13166  -2.07704  -0.97498  -1.37042  -1.31119  -0.96897  -1.55238  -1.05292  -0.76014
2044  -1.39091  -1.70982  -1.60330  -0.89392  -0.43580  -1.43464  -1.27692  -1.38470  -1.42027  -1.58312  -1.23152  -1.44498  -1.28917  -1.61506  -1.18515  -1.36453  -1.44012  -1.73727  -1.78995  -1.31174  -1.68309  -0.84959  -1.42753  -0.76293  -0.99764  -1.04755  -1.61456  -1.24914  -1.17038  -1.12718  -1.32126  -1.67505  -1.59906  -0.97240  -1.92382  -1.61407  -1.33237  -1.18254  -1.14460  -1.09617  -1.62212  -1.53574  -0.94637  -0.84491  -2.01788  -1.88585  -1.42628  -1.11315  -1.48116  -1.90819  -1.23435  -1.67932  -1.16227  -1.39959  -1.88437  -1.23015  -1.22639  -1.05006  -1.89546  -1.43192  -1.23409  -1.98052  -2.32248
2045  -0.83081  -0.58018  -0.57403  -1.08309  -1.67812  -1.07149  -1.07720  -1.25913  -1.19254  -1.48017  -0.81724  -1.11095  -1.54062  -1.03184  -2.01263  -1.68282  -0.14226  -1.12501  -1.09857  -0.97379  -1.26905  -0.84410  -1.03381  -0.86016  -0.55613  -1.02694  -1.41799  -0.97963  -0.84050  -0.87001  -1.07720  -0.91955  -1.42566  -0.61638  -0.78702  -0.97313  -1.48877  -0.99764  -0.66963  -0.93815  -1.10293  -1.04229  -1.04229  -1.17393  -1.98601  -1.20681  -1.49791  -1.54155  -1.39959  -1.27422  -0.74708  -1.75651  -0.48459  -1.99262  -0.73668  -1.25597  -1.46881  -1.34765  -1.74055  -1.46783  -0.36334  -1.42753  -0.86412
2046  -1.74326  -1.29171  -1.20464  -0.62521  -2.04565  -2.26010  -1.51482  -1.46555  -1.84201  -1.00362  -2.96619  -2.50168  -1.22622  -2.49200  -2.59837  -2.48292  -0.22264  -2.29214  -2.30915  -2.14345  -1.50127  -2.13454  -0.86846  -2.49502  -2.80017  -2.35039  -2.75673  -1.55049  -1.86240  -1.65566  -2.50777  -2.46562  -2.17025  -1.02235  -0.24731   0.06353  -3.10125  -2.38277  -2.83446  -1.05485  -3.02306  -1.86498  -2.06791   1.24345   0.44693  -0.19075   0.84469   0.22932   1.26240  -1.01390  -1.19982  -0.49225  -0.08703   1.90415   1.24490   1.67267   0.84075   1.30322   1.30983   0.48627   1.86249   1.24490   0.57129
2047  -1.54249  -1.73415  -1.17094  -1.37042  -0.98994  -1.83447  -1.23152  -1.43885  -1.45094  -1.44520  -1.24914  -1.03177  -1.08531  -1.26381  -1.64082  -1.29591  -1.43885  -1.55497  -1.58433  -0.70264  -1.08450  -1.23770  -1.15012  -1.26337  -1.24116  -1.29026  -0.93662  -1.51894  -1.46685  -1.34017  -1.41305  -1.56709  -1.79639  -1.51894  -1.42130  -0.97803  -2.40075  -1.18433  -1.58238  -1.14460  -2.19376  -1.40161  -2.04873  -0.89686  -0.57483   0.09703  -1.01390  -0.48459  -0.76143  -0.62540  -1.30601  -0.26143  -0.87253   0.42104  -0.12483   0.45368  -1.65475  -0.94071  -0.70623  -0.55696   0.44427  -0.58951  -1.94020
2048  -1.53736  -1.52488  -1.25387  -1.69133  -2.30915  -1.71203  -1.01874  -1.08649  -1.07705  -2.40075  -1.15265  -1.34765  -1.29938  -1.89049  -1.80061  -1.00909  -2.22363  -1.42628  -1.49545  -1.66104  -1.41872  -1.67772  -2.16762  -2.03988  -1.49723  -1.63954  -1.60080  -1.18777  -1.58384  -1.11658  -1.42192  -1.90819  -1.65657  -1.41985  -2.48292  -2.30209  -2.35874  -1.49958  -1.62591  -1.88816  -2.08225  -1.58994  -1.57010  -2.14730  -1.50690  -1.14178  -2.50777  -2.09842  -2.05222  -1.65084  -1.72486  -1.93621  -2.04026  -1.42753  -1.82697  -1.36004   1.31828  -2.23507  -2.37199   1.31828  -1.49791  -1.39413  -1.65189
2049  -2.03949  -1.33237  -1.21849  -1.34688  -1.43654  -1.04095  -1.66025  -2.20094  -2.63412  -0.61397  -1.70761  -1.38410  -1.89313  -1.24688  -1.44160  -1.80577  -2.03567  -1.92518  -1.88289  -1.68497  -2.05847  -1.85822  -2.09232  -1.69120  -1.83651  -2.17684  -2.46708  -1.72093  -1.20314  -1.54249  -1.54109  -1.54343  -1.46990  -1.61961  -2.21049  -1.63088  -1.88585  -1.51585  -2.02810  -2.32608  -2.42709  -2.15373  -2.34046  -0.82360  -0.28602  -0.46212  -1.92450  -0.65788  -0.67757  -0.94766  -0.58018  -2.22573  -1.61708  -1.26905  -0.57403  -1.49634   0.40290  -1.02262  -0.39364  -0.16305  -1.86562   0.69502   0.12927
2050  -2.01263  -1.80061  -2.05573  -1.68362  -2.72006  -2.64234  -0.81205  -2.55643  -1.85822  -2.14345  -2.56973  -2.64802  -2.45982  -2.68311  -2.53907  -1.21335  -2.60105  -3.18689  -3.10125  -2.19555  -2.78872  -3.18689  -2.92435   0.54372   0.27608  -0.39260  -0.86016  -0.15806  -0.66339   0.21358  -0.27596   0.52360  -0.22149   0.75224   0.87027   0.57369  -0.31081   1.52188   1.03622   0.16856  -0.63281  -0.16046   0.48849   0.74089   0.31787  -0.70482   0.60524  -0.38317   0.30848   0.41401   1.31828   0.09390   1.30322   0.64645   0.48849  -1.94667   0.67864  -0.61675   0.80942  -0.06444  -1.11842   0.70211  -0.61111
2051  -0.84119  -0.76970  -0.78078  -0.62232  -1.20414  -1.64364  -1.21875  -0.92193  -1.00335  -1.48568  -0.61397  -0.43967  -1.01777  -0.87361  -0.45697  -0.53239  -0.99682  -0.48252  -0.49865  -0.87181  -0.52899  -0.61346  -1.08649  -1.49813  -0.87529  -0.61601  -0.38655  -0.64018  -1.15423  -0.94701  -0.56907  -0.52054  -0.53833  -0.39705  -0.92824  -1.17831  -1.61961  -0.67649   0.04707  -0.84679  -1.02450  -0.46049  -0.45169  -1.84643  -0.62419  -0.40903  -2.49502  -0.77360  -0.97498  -0.39364  -0.61194  -0.50046  -0.96312  -0.28822  -1.45651  -1.07970  -1.56022  -2.50777  -1.82697  -1.12718  -1.10369  -1.20648   0.16114
2052  -0.73033  -1.26337  -0.93662  -0.79142  -1.26425  -1.23409  -1.28321  -0.82189  -1.22282  -1.78355  -1.22282  -1.70761  -1.27378  -1.98601  -1.31045  -0.80442  -1.22792  -1.61407  -1.64082  -1.66354  -0.95153  -0.96005  -1.49444  -1.58433  -1.94107  -0.91542  -1.70486  -0.87181  -0.93815  -1.11964  -0.97313  -1.34142  -0.89441  -1.07515  -0.97280  -0.82076  -0.99142  -0.47185  -1.44987  -1.42027  -0.95972  -0.65489  -1.18777  -0.79175  -1.33029  -1.68013  -1.49344  -1.53736  -1.53226  -1.07515  -1.11842  -1.10293  -0.92193  -1.20514  -1.56334  -1.49757  -1.07720  -1.44509  -1.58238  -1.94212  -1.75302  -1.60330  -1.50149
2053   0.13514   0.33182   0.14028   0.30428   0.24467   0.13514   0.28085   0.40290   0.18706  -0.22872   0.14028   0.15345   0.33586  -0.79374  -0.76443  -0.56370   0.87832  -0.58735  -0.56238   0.00364  -0.05330  -0.99764  -0.92798   1.10915   0.98492   0.92195   0.78093  -0.36651   0.01079   0.32783   0.46656   0.10431  -0.72702  -0.72350   0.43722   0.31090  -0.21400  -0.29323   0.73056   0.23250   0.38233  -0.14226   0.43887   0.10517  -0.07996  -0.12279  -0.20678   0.10616  -0.65923   0.02999  -0.10514   0.11427   0.30195  -0.71417   0.43706  -0.02773   0.20086  -0.26631  -0.08796  -0.44785   0.32519   0.57667  -0.28184
2054  -0.45201  -0.82076  -0.15414   0.28277  -1.23409  -0.44068  -0.43967   0.38325  -0.54550  -0.49225  -0.01471  -0.37637  -0.26319  -1.29865  -1.94317  -1.01239  -0.44816  -1.94597  -1.96737  -0.86359  -0.64674  -1.62111  -1.25194  -0.65503  -0.53333  -0.25716  -0.47844  -0.99737  -0.94830  -1.05902  -1.17831  -0.80722  -0.40497  -0.55091  -1.04251  -0.94212  -0.06550  -1.67852  -0.31577   0.30884  -0.11435  -0.01359  -0.55495  -0.25096  -0.57483  -0.98578  -1.14178  -0.70512  -0.29558  -0.54723  -0.95043   0.00717  -0.64379  -1.25544  -0.66087  -0.88370  -0.87073  -1.11842  -0.48252  -0.70068  -0.53606  -0.95172  -0.81453
2055   0.02523  -0.03770  -0.25174   1.06137   0.00985   0.04488  -0.14434   0.29356   0.07876  -0.19432   0.07404   0.14713  -0.04103  -1.23615  -0.39193  -0.54395  -0.05784  -1.62212  -1.66841   0.03445  -0.10314  -1.98234  -1.13088   0.51498   0.64883  -0.51819   0.15345  -0.42603   0.04201   0.50540   0.64883   0.23250  -1.07515  -0.51417  -1.23435  -0.06550  -0.98886  -0.53768   0.81508  -0.56846  -0.53828  -0.19268  -0.33052  -0.08717  -0.93369  -0.91342  -1.09081  -0.59403   0.22262  -1.14618  -0.36399  -0.34566  -0.61019  -0.95842  -0.23405  -1.11964  -0.88904   0.10890  -1.04498  -0.66204  -0.58241  -0.36205  -0.63337
2056  -0.98230  -1.56022  -1.37219  -0.91342  -0.77773  -1.67159  -0.90313  -1.13460  -1.17920  -1.74040  -0.78472  -1.14178  -0.88953  -2.13984  -1.61556  -1.49657  -1.09245  -2.09944  -2.12780  -0.99290  -1.62591  -1.81371  -1.76317  -0.91892  -1.19073  -1.37496  -1.42234  -0.93854  -1.09155  -1.10640  -0.78133  -1.32351  -1.54155  -1.47764  -1.62960  -0.95024  -1.57010  -1.63954  -1.47764  -1.49143  -1.64211  -1.67159  -1.04813  -0.79874  -1.28917  -2.04873  -2.29412  -0.86016  -1.46881  -1.88816  -1.34842  -1.65189  -1.04173  -0.94817  -0.80722  -1.65475  -1.17393  -1.07603  -1.37595  -1.71466  -1.55049  -1.15773  -1.05120
2057  -1.57034  -0.88225  -1.04272  -1.65815  -1.44498  -0.83518  -2.48654  -0.96312  -1.10490  -1.97583  -1.82666  -1.24358  -0.08230  -1.87831  -1.43192  -0.78078  -0.43032  -0.15274  -1.08531  -2.46415  -0.68866  -0.62353  -1.66065  -1.54249  -1.21251  -2.31294  -2.34046  -0.99764  -0.88722  -1.17151  -1.46881  -1.66920  -0.98604  -0.73450  -1.01390  -1.15757  -0.82806  -1.33029  -1.78950  -1.98052  -1.45651  -1.23152  -2.21276  -2.24958  -0.79120  -0.24124   0.03956  -0.97578  -0.92420  -1.27048  -1.87962  -0.67732  -1.51051  -1.91157  -1.61658  -1.48723  -1.36316  -1.22078  -1.61910  -1.14767  -0.94071  -1.31379  -1.48214
2058  -0.51149  -0.83524  -0.43294  -0.84491  -1.42628  -1.05902  -1.09558  -0.66670  -0.92824  -1.37743  -0.02158  -0.33052  -0.82485  -0.83081  -1.29171  -1.21824  -0.93662  -0.54550  -0.58152  -0.65422  -1.41305  -1.37991  -0.69065  -0.44161  -0.29989  -0.92798  -0.84119  -0.82076  -0.61555  -0.85580  -1.41305  -1.28321  -1.45651  -1.04755  -1.19254  -0.66339  -1.94667  -2.05222  -1.15932  -0.86347  -0.99034  -1.05485  -0.83460  -0.82076  -0.55783  -0.00456  -1.07690  -0.44411  -0.99764  -1.04513  -0.83807  -0.73450  -1.68120  -2.23321  -1.06147  -2.17134  -1.08813  -2.14345  -1.06524  -1.06147  -1.65397  -0.59149  -0.77143
2059  -0.37579  -0.37172  -0.89050  -0.43294  -0.26853  -0.74602  -0.71366  -0.60496  -0.34348  -1.08649  -0.10403  -0.38449  -0.29236  -1.35965  -0.77740  -0.96548  -0.02922  -1.64082  -1.68416  -0.45555  -0.17674  -1.50814  -1.16012  -0.57235  -0.33666  -0.96890  -0.89931  -0.62952  -1.24358  -0.76852  -0.63450  -0.25225  -0.39846  -0.66155  -0.75280  -0.34136  -0.62559  -0.41151  -0.40865  -0.15400  -0.61397  -0.38317  -0.69826  -0.58197  -0.88916  -0.98994  -1.17450  -0.42909   0.09948  -0.71734  -0.61019  -0.26723  -0.44816  -0.74708  -0.70189  -1.02750  -1.16676  -0.37637  -0.93299  -0.87253  -1.17272  -0.86846  -1.00827
